city,Crime,person_count,Arrested_Gender
Thrissur,Persons Arrested and Chargesheeted,0,Transgender
Tiruchirapalli,Persons Arrested and Chargesheeted,0,Transgender
Vadodara,Persons Arrested and Chargesheeted,0,Transgender
Varanasi,Persons Arrested and Chargesheeted,0,Transgender
Vasai Virar,Persons Arrested and Chargesheeted,0,Transgender
Vijayawada,Persons Arrested and Chargesheeted,0,Transgender
Vishakhapatnam,Persons Arrested and Chargesheeted,0,Transgender
Agra,Persons Not Arrested but Chargesheeted,1277,Male
Ahmedabad,Persons Not Arrested but Chargesheeted,598,Male
Amritsar,Persons Not Arrested but Chargesheeted,0,Male
Asansol,Persons Not Arrested but Chargesheeted,2294,Male
Aurangabad,Persons Not Arrested but Chargesheeted,1005,Male
Bengaluru,Persons Not Arrested but Chargesheeted,190,Male
Bhopal,Persons Not Arrested but Chargesheeted,2,Male
Chandigarh City,Persons Not Arrested but Chargesheeted,6,Male
Chennai,Persons Not Arrested but Chargesheeted,0,Male
Coimbatore,Persons Not Arrested but Chargesheeted,0,Male
Delhi City,Persons Not Arrested but Chargesheeted,2125,Male
Dhanbad,Persons Not Arrested but Chargesheeted,20,Male
Durg-Bhilainagar,Persons Not Arrested but Chargesheeted,0,Male
Faridabad,Persons Not Arrested but Chargesheeted,0,Male
Ghaziabad,Persons Not Arrested but Chargesheeted,1139,Male
Gwalior,Persons Not Arrested but Chargesheeted,1138,Male
Hyderabad,Persons Not Arrested but Chargesheeted,2086,Male
Indore,Persons Not Arrested but Chargesheeted,1035,Male
Jabalpur,Persons Not Arrested but Chargesheeted,559,Male
Jaipur,Persons Not Arrested but Chargesheeted,256,Male
Jamshedpur,Persons Not Arrested but Chargesheeted,0,Male
Jodhpur,Persons Not Arrested but Chargesheeted,181,Male
Kannur,Persons Not Arrested but Chargesheeted,21,Male
Kanpur,Persons Not Arrested but Chargesheeted,0,Male
Kochi,Persons Not Arrested but Chargesheeted,254,Male
Kolkata,Persons Not Arrested but Chargesheeted,327,Male
Kollam,Persons Not Arrested but Chargesheeted,0,Male
Kota,Persons Not Arrested but Chargesheeted,330,Male
Kozhikode,Persons Not Arrested but Chargesheeted,380,Male
Lucknow,Persons Not Arrested but Chargesheeted,3573,Male
Ludhiana,Persons Not Arrested but Chargesheeted,0,Male
Madurai,Persons Not Arrested but Chargesheeted,0,Male
Malappuram,Persons Not Arrested but Chargesheeted,300,Male
Meerut,Persons Not Arrested but Chargesheeted,0,Male
Mumbai,Persons Not Arrested but Chargesheeted,991,Male
Nagpur,Persons Not Arrested but Chargesheeted,165,Male
Nasik,Persons Not Arrested but Chargesheeted,144,Male
Patna,Persons Not Arrested but Chargesheeted,0,Male
Prayagraj,Persons Not Arrested but Chargesheeted,0,Male
Pune,Persons Not Arrested but Chargesheeted,230,Male
Raipur,Persons Not Arrested but Chargesheeted,2,Male
Rajkot,Persons Not Arrested but Chargesheeted,283,Male
Ranchi,Persons Not Arrested but Chargesheeted,0,Male
Srinagar,Persons Not Arrested but Chargesheeted,0,Male
Surat,Persons Not Arrested but Chargesheeted,0,Male
Thiruvananthapuram,Persons Not Arrested but Chargesheeted,73,Male
Thrissur,Persons Not Arrested but Chargesheeted,412,Male
Tiruchirapalli,Persons Not Arrested but Chargesheeted,0,Male
Vadodara,Persons Not Arrested but Chargesheeted,6,Male
Varanasi,Persons Not Arrested but Chargesheeted,0,Male
Vasai Virar,Persons Not Arrested but Chargesheeted,133,Male
Vijayawada,Persons Not Arrested but Chargesheeted,0,Male
Vishakhapatnam,Persons Not Arrested but Chargesheeted,244,Male
Agra,Persons Not Arrested but Chargesheeted,0,Female
Ahmedabad,Persons Not Arrested but Chargesheeted,408,Female
Amritsar,Persons Not Arrested but Chargesheeted,0,Female
Asansol,Persons Not Arrested but Chargesheeted,405,Female
Aurangabad,Persons Not Arrested but Chargesheeted,389,Female
Bengaluru,Persons Not Arrested but Chargesheeted,68,Female
Bhopal,Persons Not Arrested but Chargesheeted,3,Female
Chandigarh City,Persons Not Arrested but Chargesheeted,2,Female
Chennai,Persons Not Arrested but Chargesheeted,0,Female
Coimbatore,Persons Not Arrested but Chargesheeted,0,Female
Delhi City,Persons Not Arrested but Chargesheeted,546,Female
Dhanbad,Persons Not Arrested but Chargesheeted,0,Female
Durg-Bhilainagar,Persons Not Arrested but Chargesheeted,0,Female
Faridabad,Persons Not Arrested but Chargesheeted,0,Female
Ghaziabad,Persons Not Arrested but Chargesheeted,232,Female
Gwalior,Persons Not Arrested but Chargesheeted,363,Female
Hyderabad,Persons Not Arrested but Chargesheeted,409,Female
Indore,Persons Not Arrested but Chargesheeted,432,Female
Jabalpur,Persons Not Arrested but Chargesheeted,113,Female
Jaipur,Persons Not Arrested but Chargesheeted,36,Female
Jamshedpur,Persons Not Arrested but Chargesheeted,0,Female
Jodhpur,Persons Not Arrested but Chargesheeted,13,Female
Kannur,Persons Not Arrested but Chargesheeted,6,Female
Kanpur,Persons Not Arrested but Chargesheeted,0,Female
Kochi,Persons Not Arrested but Chargesheeted,83,Female
Kolkata,Persons Not Arrested but Chargesheeted,1,Female
Kollam,Persons Not Arrested but Chargesheeted,0,Female
Kota,Persons Not Arrested but Chargesheeted,8,Female
Kozhikode,Persons Not Arrested but Chargesheeted,37,Female
Lucknow,Persons Not Arrested but Chargesheeted,974,Female
Ludhiana,Persons Not Arrested but Chargesheeted,0,Female
Madurai,Persons Not Arrested but Chargesheeted,0,Female
Malappuram,Persons Not Arrested but Chargesheeted,82,Female
Meerut,Persons Not Arrested but Chargesheeted,0,Female
Mumbai,Persons Not Arrested but Chargesheeted,233,Female
Nagpur,Persons Not Arrested but Chargesheeted,70,Female
Nasik,Persons Not Arrested but Chargesheeted,34,Female
Patna,Persons Not Arrested but Chargesheeted,0,Female
Prayagraj,Persons Not Arrested but Chargesheeted,0,Female
Pune,Persons Not Arrested but Chargesheeted,68,Female
Raipur,Persons Not Arrested but Chargesheeted,0,Female
Rajkot,Persons Not Arrested but Chargesheeted,199,Female
Ranchi,Persons Not Arrested but Chargesheeted,0,Female
Srinagar,Persons Not Arrested but Chargesheeted,0,Female
Surat,Persons Not Arrested but Chargesheeted,0,Female
Thiruvananthapuram,Persons Not Arrested but Chargesheeted,23,Female
Thrissur,Persons Not Arrested but Chargesheeted,166,Female
Tiruchirapalli,Persons Not Arrested but Chargesheeted,0,Female
Vadodara,Persons Not Arrested but Chargesheeted,0,Female
Varanasi,Persons Not Arrested but Chargesheeted,0,Female
Vasai Virar,Persons Not Arrested but Chargesheeted,49,Female
Vijayawada,Persons Not Arrested but Chargesheeted,0,Female
Vishakhapatnam,Persons Not Arrested but Chargesheeted,46,Female
Agra,Persons Not Arrested but Chargesheeted,0,Transgender
Ahmedabad,Persons Not Arrested but Chargesheeted,0,Transgender
Amritsar,Persons Not Arrested but Chargesheeted,0,Transgender
Asansol,Persons Not Arrested but Chargesheeted,0,Transgender
Aurangabad,Persons Not Arrested but Chargesheeted,0,Transgender
Bengaluru,Persons Not Arrested but Chargesheeted,0,Transgender
Bhopal,Persons Not Arrested but Chargesheeted,0,Transgender
Chandigarh City,Persons Not Arrested but Chargesheeted,0,Transgender
Chennai,Persons Not Arrested but Chargesheeted,0,Transgender
Coimbatore,Persons Not Arrested but Chargesheeted,0,Transgender
Delhi City,Persons Not Arrested but Chargesheeted,0,Transgender
Dhanbad,Persons Not Arrested but Chargesheeted,0,Transgender
Durg-Bhilainagar,Persons Not Arrested but Chargesheeted,0,Transgender
Faridabad,Persons Not Arrested but Chargesheeted,0,Transgender
Ghaziabad,Persons Not Arrested but Chargesheeted,0,Transgender
Gwalior,Persons Not Arrested but Chargesheeted,0,Transgender
Hyderabad,Persons Not Arrested but Chargesheeted,0,Transgender
Indore,Persons Not Arrested but Chargesheeted,0,Transgender
Jabalpur,Persons Not Arrested but Chargesheeted,0,Transgender
Jaipur,Persons Not Arrested but Chargesheeted,0,Transgender
Jamshedpur,Persons Not Arrested but Chargesheeted,0,Transgender
Jodhpur,Persons Not Arrested but Chargesheeted,0,Transgender
Kannur,Persons Not Arrested but Chargesheeted,0,Transgender
Kanpur,Persons Not Arrested but Chargesheeted,0,Transgender
Kochi,Persons Not Arrested but Chargesheeted,0,Transgender
Kolkata,Persons Not Arrested but Chargesheeted,0,Transgender
Kollam,Persons Not Arrested but Chargesheeted,0,Transgender
Kota,Persons Not Arrested but Chargesheeted,0,Transgender
Kozhikode,Persons Not Arrested but Chargesheeted,0,Transgender
Lucknow,Persons Not Arrested but Chargesheeted,0,Transgender
Ludhiana,Persons Not Arrested but Chargesheeted,0,Transgender
Madurai,Persons Not Arrested but Chargesheeted,0,Transgender
Malappuram,Persons Not Arrested but Chargesheeted,0,Transgender
Meerut,Persons Not Arrested but Chargesheeted,0,Transgender
Mumbai,Persons Not Arrested but Chargesheeted,0,Transgender
Nagpur,Persons Not Arrested but Chargesheeted,0,Transgender
Nasik,Persons Not Arrested but Chargesheeted,0,Transgender
Patna,Persons Not Arrested but Chargesheeted,0,Transgender
Prayagraj,Persons Not Arrested but Chargesheeted,0,Transgender
Pune,Persons Not Arrested but Chargesheeted,0,Transgender
Raipur,Persons Not Arrested but Chargesheeted,0,Transgender
Rajkot,Persons Not Arrested but Chargesheeted,0,Transgender
Ranchi,Persons Not Arrested but Chargesheeted,0,Transgender
Srinagar,Persons Not Arrested but Chargesheeted,0,Transgender
Surat,Persons Not Arrested but Chargesheeted,0,Transgender
Thiruvananthapuram,Persons Not Arrested but Chargesheeted,0,Transgender
Thrissur,Persons Not Arrested but Chargesheeted,0,Transgender
Tiruchirapalli,Persons Not Arrested but Chargesheeted,0,Transgender
Vadodara,Persons Not Arrested but Chargesheeted,0,Transgender
Varanasi,Persons Not Arrested but Chargesheeted,0,Transgender
Vasai Virar,Persons Not Arrested but Chargesheeted,0,Transgender
Vijayawada,Persons Not Arrested but Chargesheeted,0,Transgender
Vishakhapatnam,Persons Not Arrested but Chargesheeted,0,Transgender
Agra,Persons against whom cases were Abated,0,Male
Ahmedabad,Persons against whom cases were Abated,9,Male
Amritsar,Persons against whom cases were Abated,0,Male
Asansol,Persons against whom cases were Abated,0,Male
Aurangabad,Persons against whom cases were Abated,4,Male
Bengaluru,Persons against whom cases were Abated,25,Male
Bhopal,Persons against whom cases were Abated,0,Male
Chandigarh City,Persons against whom cases were Abated,4,Male
Chennai,Persons against whom cases were Abated,5,Male
Coimbatore,Persons against whom cases were Abated,0,Male
Delhi City,Persons against whom cases were Abated,82,Male
Dhanbad,Persons against whom cases were Abated,0,Male
Durg-Bhilainagar,Persons against whom cases were Abated,0,Male
Faridabad,Persons against whom cases were Abated,0,Male
Ghaziabad,Persons against whom cases were Abated,0,Male
Gwalior,Persons against whom cases were Abated,7,Male
Hyderabad,Persons against whom cases were Abated,16,Male
Indore,Persons against whom cases were Abated,29,Male
Jabalpur,Persons against whom cases were Abated,0,Male
Jaipur,Persons against whom cases were Abated,0,Male
Jamshedpur,Persons against whom cases were Abated,0,Male
Jodhpur,Persons against whom cases were Abated,0,Male
Kannur,Persons against whom cases were Abated,2,Male
Kanpur,Persons against whom cases were Abated,0,Male
Kochi,Persons against whom cases were Abated,0,Male
Kolkata,Persons against whom cases were Abated,0,Male
Kollam,Persons against whom cases were Abated,7,Male
Kota,Persons against whom cases were Abated,3,Male
Kozhikode,Persons against whom cases were Abated,14,Male
Lucknow,Persons against whom cases were Abated,0,Male
Ludhiana,Persons against whom cases were Abated,2,Male
Madurai,Persons against whom cases were Abated,7,Male
Malappuram,Persons against whom cases were Abated,5,Male
Meerut,Persons against whom cases were Abated,0,Male
Mumbai,Persons against whom cases were Abated,36,Male
Nagpur,Persons against whom cases were Abated,3,Male
Nasik,Persons against whom cases were Abated,2,Male
Patna,Persons against whom cases were Abated,0,Male
Prayagraj,Persons against whom cases were Abated,0,Male
Pune,Persons against whom cases were Abated,0,Male
Raipur,Persons against whom cases were Abated,0,Male
Rajkot,Persons against whom cases were Abated,0,Male
Ranchi,Persons against whom cases were Abated,0,Male
Srinagar,Persons against whom cases were Abated,4,Male
Surat,Persons against whom cases were Abated,0,Male
Thiruvananthapuram,Persons against whom cases were Abated,1,Male
Thrissur,Persons against whom cases were Abated,7,Male
Tiruchirapalli,Persons against whom cases were Abated,3,Male
Vadodara,Persons against whom cases were Abated,0,Male
Varanasi,Persons against whom cases were Abated,0,Male
Vasai Virar,Persons against whom cases were Abated,0,Male
Vijayawada,Persons against whom cases were Abated,11,Male
Vishakhapatnam,Persons against whom cases were Abated,20,Male
Agra,Persons against whom cases were Abated,0,Female
Ahmedabad,Persons against whom cases were Abated,0,Female
Amritsar,Persons against whom cases were Abated,0,Female
Asansol,Persons against whom cases were Abated,0,Female
Aurangabad,Persons against whom cases were Abated,0,Female
Bengaluru,Persons against whom cases were Abated,4,Female
Bhopal,Persons against whom cases were Abated,0,Female
Chandigarh City,Persons against whom cases were Abated,0,Female
Chennai,Persons against whom cases were Abated,0,Female
Coimbatore,Persons against whom cases were Abated,0,Female
Delhi City,Persons against whom cases were Abated,0,Female
Dhanbad,Persons against whom cases were Abated,0,Female
Durg-Bhilainagar,Persons against whom cases were Abated,0,Female
Faridabad,Persons against whom cases were Abated,0,Female
Ghaziabad,Persons against whom cases were Abated,0,Female
Gwalior,Persons against whom cases were Abated,0,Female
Hyderabad,Persons against whom cases were Abated,0,Female
Indore,Persons against whom cases were Abated,5,Female
Jabalpur,Persons against whom cases were Abated,0,Female
Jaipur,Persons against whom cases were Abated,0,Female
Jamshedpur,Persons against whom cases were Abated,0,Female
Jodhpur,Persons against whom cases were Abated,0,Female
Kannur,Persons against whom cases were Abated,0,Female
Kanpur,Persons against whom cases were Abated,0,Female
Kochi,Persons against whom cases were Abated,0,Female
Kolkata,Persons against whom cases were Abated,0,Female
Kollam,Persons against whom cases were Abated,0,Female
Kota,Persons against whom cases were Abated,0,Female
Kozhikode,Persons against whom cases were Abated,0,Female
Lucknow,Persons against whom cases were Abated,0,Female
Ludhiana,Persons against whom cases were Abated,0,Female
Madurai,Persons against whom cases were Abated,0,Female
Malappuram,Persons against whom cases were Abated,0,Female
Meerut,Persons against whom cases were Abated,0,Female
Mumbai,Persons against whom cases were Abated,1,Female
Nagpur,Persons against whom cases were Abated,0,Female
Nasik,Persons against whom cases were Abated,0,Female
Patna,Persons against whom cases were Abated,0,Female
Prayagraj,Persons against whom cases were Abated,0,Female
Pune,Persons against whom cases were Abated,0,Female
Raipur,Persons against whom cases were Abated,0,Female
Rajkot,Persons against whom cases were Abated,0,Female
Ranchi,Persons against whom cases were Abated,0,Female
Srinagar,Persons against whom cases were Abated,0,Female
Surat,Persons against whom cases were Abated,0,Female
Thiruvananthapuram,Persons against whom cases were Abated,0,Female
Thrissur,Persons against whom cases were Abated,0,Female
Tiruchirapalli,Persons against whom cases were Abated,0,Female
Vadodara,Persons against whom cases were Abated,0,Female
Varanasi,Persons against whom cases were Abated,0,Female
Vasai Virar,Persons against whom cases were Abated,0,Female
Vijayawada,Persons against whom cases were Abated,0,Female
Vishakhapatnam,Persons against whom cases were Abated,1,Female
Agra,Persons against whom cases were Abated,0,Transgender
Ahmedabad,Persons against whom cases were Abated,0,Transgender
Amritsar,Persons against whom cases were Abated,0,Transgender
Asansol,Persons against whom cases were Abated,0,Transgender
Aurangabad,Persons against whom cases were Abated,0,Transgender
Bengaluru,Persons against whom cases were Abated,0,Transgender
Bhopal,Persons against whom cases were Abated,0,Transgender
Chandigarh City,Persons against whom cases were Abated,0,Transgender
Chennai,Persons against whom cases were Abated,0,Transgender
Coimbatore,Persons against whom cases were Abated,0,Transgender
Delhi City,Persons against whom cases were Abated,0,Transgender
Dhanbad,Persons against whom cases were Abated,0,Transgender
Durg-Bhilainagar,Persons against whom cases were Abated,0,Transgender
Faridabad,Persons against whom cases were Abated,0,Transgender
Ghaziabad,Persons against whom cases were Abated,0,Transgender
Gwalior,Persons against whom cases were Abated,0,Transgender
Hyderabad,Persons against whom cases were Abated,0,Transgender
Indore,Persons against whom cases were Abated,0,Transgender
Jabalpur,Persons against whom cases were Abated,0,Transgender
Jaipur,Persons against whom cases were Abated,0,Transgender
Jamshedpur,Persons against whom cases were Abated,0,Transgender
Jodhpur,Persons against whom cases were Abated,0,Transgender
Kannur,Persons against whom cases were Abated,0,Transgender
Kanpur,Persons against whom cases were Abated,0,Transgender
Kochi,Persons against whom cases were Abated,0,Transgender
Kolkata,Persons against whom cases were Abated,0,Transgender
Kollam,Persons against whom cases were Abated,0,Transgender
Kota,Persons against whom cases were Abated,0,Transgender
Kozhikode,Persons against whom cases were Abated,0,Transgender
Lucknow,Persons against whom cases were Abated,0,Transgender
Ludhiana,Persons against whom cases were Abated,0,Transgender
Madurai,Persons against whom cases were Abated,0,Transgender
Malappuram,Persons against whom cases were Abated,0,Transgender
Meerut,Persons against whom cases were Abated,0,Transgender
Mumbai,Persons against whom cases were Abated,0,Transgender
Nagpur,Persons against whom cases were Abated,0,Transgender
Nasik,Persons against whom cases were Abated,0,Transgender
Patna,Persons against whom cases were Abated,0,Transgender
Prayagraj,Persons against whom cases were Abated,0,Transgender
Pune,Persons against whom cases were Abated,0,Transgender
Raipur,Persons against whom cases were Abated,0,Transgender
Rajkot,Persons against whom cases were Abated,0,Transgender
Ranchi,Persons against whom cases were Abated,0,Transgender
Srinagar,Persons against whom cases were Abated,0,Transgender
Surat,Persons against whom cases were Abated,0,Transgender
Thiruvananthapuram,Persons against whom cases were Abated,0,Transgender
Thrissur,Persons against whom cases were Abated,0,Transgender
Tiruchirapalli,Persons against whom cases were Abated,0,Transgender
Vadodara,Persons against whom cases were Abated,0,Transgender
Varanasi,Persons against whom cases were Abated,0,Transgender
Vasai Virar,Persons against whom cases were Abated,0,Transgender
Vijayawada,Persons against whom cases were Abated,0,Transgender
Vishakhapatnam,Persons against whom cases were Abated,0,Transgender
Agra,Persons against whom cases were withdrawn,0,Male
Ahmedabad,Persons against whom cases were withdrawn,0,Male
Amritsar,Persons against whom cases were withdrawn,0,Male
Asansol,Persons against whom cases were withdrawn,0,Male
Aurangabad,Persons against whom cases were withdrawn,0,Male
Bengaluru,Persons against whom cases were withdrawn,0,Male
Bhopal,Persons against whom cases were withdrawn,0,Male
Chandigarh City,Persons against whom cases were withdrawn,0,Male
Chennai,Persons against whom cases were withdrawn,32,Male
Coimbatore,Persons against whom cases were withdrawn,7,Male
Delhi City,Persons against whom cases were withdrawn,3,Male
Dhanbad,Persons against whom cases were withdrawn,0,Male
Durg-Bhilainagar,Persons against whom cases were withdrawn,0,Male
Faridabad,Persons against whom cases were withdrawn,0,Male
Ghaziabad,Persons against whom cases were withdrawn,0,Male
Gwalior,Persons against whom cases were withdrawn,0,Male
Hyderabad,Persons against whom cases were withdrawn,0,Male
Indore,Persons against whom cases were withdrawn,0,Male
Jabalpur,Persons against whom cases were withdrawn,0,Male
Jaipur,Persons against whom cases were withdrawn,2,Male
Jamshedpur,Persons against whom cases were withdrawn,0,Male
Jodhpur,Persons against whom cases were withdrawn,57,Male
Kannur,Persons against whom cases were withdrawn,0,Male
Kanpur,Persons against whom cases were withdrawn,0,Male
Kochi,Persons against whom cases were withdrawn,0,Male
Kolkata,Persons against whom cases were withdrawn,0,Male
Kollam,Persons against whom cases were withdrawn,0,Male
Kota,Persons against whom cases were withdrawn,0,Male
Kozhikode,Persons against whom cases were withdrawn,0,Male
Lucknow,Persons against whom cases were withdrawn,0,Male
Ludhiana,Persons against whom cases were withdrawn,0,Male
Madurai,Persons against whom cases were withdrawn,0,Male
Malappuram,Persons against whom cases were withdrawn,0,Male
Meerut,Persons against whom cases were withdrawn,0,Male
Mumbai,Persons against whom cases were withdrawn,1,Male
Nagpur,Persons against whom cases were withdrawn,0,Male
Nasik,Persons against whom cases were withdrawn,0,Male
Patna,Persons against whom cases were withdrawn,0,Male
Prayagraj,Persons against whom cases were withdrawn,0,Male
Pune,Persons against whom cases were withdrawn,5,Male
Raipur,Persons against whom cases were withdrawn,0,Male
Rajkot,Persons against whom cases were withdrawn,0,Male
Ranchi,Persons against whom cases were withdrawn,0,Male
Srinagar,Persons against whom cases were withdrawn,0,Male
Surat,Persons against whom cases were withdrawn,6,Male
Thiruvananthapuram,Persons against whom cases were withdrawn,0,Male
Thrissur,Persons against whom cases were withdrawn,0,Male
Tiruchirapalli,Persons against whom cases were withdrawn,0,Male
Vadodara,Persons against whom cases were withdrawn,8,Male
Varanasi,Persons against whom cases were withdrawn,0,Male
Vasai Virar,Persons against whom cases were withdrawn,0,Male
Vijayawada,Persons against whom cases were withdrawn,0,Male
Vishakhapatnam,Persons against whom cases were withdrawn,0,Male
Agra,Persons against whom cases were withdrawn,0,Female
Ahmedabad,Persons against whom cases were withdrawn,0,Female
Amritsar,Persons against whom cases were withdrawn,0,Female
Asansol,Persons against whom cases were withdrawn,0,Female
Aurangabad,Persons against whom cases were withdrawn,0,Female
Bengaluru,Persons against whom cases were withdrawn,0,Female
Bhopal,Persons against whom cases were withdrawn,0,Female
Chandigarh City,Persons against whom cases were withdrawn,0,Female
Chennai,Persons against whom cases were withdrawn,8,Female
Coimbatore,Persons against whom cases were withdrawn,1,Female
Delhi City,Persons against whom cases were withdrawn,0,Female
Dhanbad,Persons against whom cases were withdrawn,0,Female
Durg-Bhilainagar,Persons against whom cases were withdrawn,0,Female
Faridabad,Persons against whom cases were withdrawn,0,Female
Ghaziabad,Persons against whom cases were withdrawn,0,Female
Gwalior,Persons against whom cases were withdrawn,0,Female
Hyderabad,Persons against whom cases were withdrawn,0,Female
Indore,Persons against whom cases were withdrawn,0,Female
Jabalpur,Persons against whom cases were withdrawn,0,Female
Jaipur,Persons against whom cases were withdrawn,0,Female
Jamshedpur,Persons against whom cases were withdrawn,0,Female
Jodhpur,Persons against whom cases were withdrawn,15,Female
Kannur,Persons against whom cases were withdrawn,0,Female
Kanpur,Persons against whom cases were withdrawn,0,Female
Kochi,Persons against whom cases were withdrawn,0,Female
Kolkata,Persons against whom cases were withdrawn,0,Female
Kollam,Persons against whom cases were withdrawn,0,Female
Kota,Persons against whom cases were withdrawn,0,Female
Kozhikode,Persons against whom cases were withdrawn,0,Female
Lucknow,Persons against whom cases were withdrawn,0,Female
Ludhiana,Persons against whom cases were withdrawn,0,Female
Madurai,Persons against whom cases were withdrawn,0,Female
Malappuram,Persons against whom cases were withdrawn,0,Female
Meerut,Persons against whom cases were withdrawn,0,Female
Mumbai,Persons against whom cases were withdrawn,0,Female
Nagpur,Persons against whom cases were withdrawn,0,Female
Nasik,Persons against whom cases were withdrawn,0,Female
Patna,Persons against whom cases were withdrawn,0,Female
Prayagraj,Persons against whom cases were withdrawn,0,Female
Pune,Persons against whom cases were withdrawn,0,Female
Raipur,Persons against whom cases were withdrawn,0,Female
Rajkot,Persons against whom cases were withdrawn,0,Female
Ranchi,Persons against whom cases were withdrawn,0,Female
Srinagar,Persons against whom cases were withdrawn,0,Female
Surat,Persons against whom cases were withdrawn,0,Female
Thiruvananthapuram,Persons against whom cases were withdrawn,0,Female
Thrissur,Persons against whom cases were withdrawn,0,Female
Tiruchirapalli,Persons against whom cases were withdrawn,0,Female
Vadodara,Persons against whom cases were withdrawn,2,Female
Varanasi,Persons against whom cases were withdrawn,0,Female
Vasai Virar,Persons against whom cases were withdrawn,0,Female
Vijayawada,Persons against whom cases were withdrawn,0,Female
Vishakhapatnam,Persons against whom cases were withdrawn,0,Female
Agra,Persons against whom cases were withdrawn,0,Transgender
Ahmedabad,Persons against whom cases were withdrawn,0,Transgender
Amritsar,Persons against whom cases were withdrawn,0,Transgender
Asansol,Persons against whom cases were withdrawn,0,Transgender
Aurangabad,Persons against whom cases were withdrawn,0,Transgender
Bengaluru,Persons against whom cases were withdrawn,0,Transgender
Bhopal,Persons against whom cases were withdrawn,0,Transgender
Chandigarh City,Persons against whom cases were withdrawn,0,Transgender
Chennai,Persons against whom cases were withdrawn,0,Transgender
Coimbatore,Persons against whom cases were withdrawn,0,Transgender
Delhi City,Persons against whom cases were withdrawn,0,Transgender
Dhanbad,Persons against whom cases were withdrawn,0,Transgender
Durg-Bhilainagar,Persons against whom cases were withdrawn,0,Transgender
Faridabad,Persons against whom cases were withdrawn,0,Transgender
Ghaziabad,Persons against whom cases were withdrawn,0,Transgender
Gwalior,Persons against whom cases were withdrawn,0,Transgender
Hyderabad,Persons against whom cases were withdrawn,0,Transgender
Indore,Persons against whom cases were withdrawn,0,Transgender
Jabalpur,Persons against whom cases were withdrawn,0,Transgender
Jaipur,Persons against whom cases were withdrawn,0,Transgender
Jamshedpur,Persons against whom cases were withdrawn,0,Transgender
Jodhpur,Persons against whom cases were withdrawn,0,Transgender
Kannur,Persons against whom cases were withdrawn,0,Transgender
Kanpur,Persons against whom cases were withdrawn,0,Transgender
Kochi,Persons against whom cases were withdrawn,0,Transgender
Kolkata,Persons against whom cases were withdrawn,0,Transgender
Kollam,Persons against whom cases were withdrawn,0,Transgender
Kota,Persons against whom cases were withdrawn,0,Transgender
Kozhikode,Persons against whom cases were withdrawn,0,Transgender
Lucknow,Persons against whom cases were withdrawn,0,Transgender
Ludhiana,Persons against whom cases were withdrawn,0,Transgender
Madurai,Persons against whom cases were withdrawn,0,Transgender
Malappuram,Persons against whom cases were withdrawn,0,Transgender
Meerut,Persons against whom cases were withdrawn,0,Transgender
Mumbai,Persons against whom cases were withdrawn,0,Transgender
Nagpur,Persons against whom cases were withdrawn,0,Transgender
Nasik,Persons against whom cases were withdrawn,0,Transgender
Patna,Persons against whom cases were withdrawn,0,Transgender
Prayagraj,Persons against whom cases were withdrawn,0,Transgender
Pune,Persons against whom cases were withdrawn,0,Transgender
Raipur,Persons against whom cases were withdrawn,0,Transgender
Rajkot,Persons against whom cases were withdrawn,0,Transgender
Ranchi,Persons against whom cases were withdrawn,0,Transgender
Srinagar,Persons against whom cases were withdrawn,0,Transgender
Surat,Persons against whom cases were withdrawn,0,Transgender
Thiruvananthapuram,Persons against whom cases were withdrawn,0,Transgender
Thrissur,Persons against whom cases were withdrawn,0,Transgender
Tiruchirapalli,Persons against whom cases were withdrawn,0,Transgender
Vadodara,Persons against whom cases were withdrawn,0,Transgender
Varanasi,Persons against whom cases were withdrawn,0,Transgender
Vasai Virar,Persons against whom cases were withdrawn,0,Transgender
Vijayawada,Persons against whom cases were withdrawn,0,Transgender
Vishakhapatnam,Persons against whom cases were withdrawn,0,Transgender
Agra,Persons against whom cases were compounded/ Compromised by Courts,0,Male
Ahmedabad,Persons against whom cases were compounded/ Compromised by Courts,0,Male
Amritsar,Persons against whom cases were compounded/ Compromised by Courts,0,Male
Asansol,Persons against whom cases were compounded/ Compromised by Courts,0,Male
Aurangabad,Persons against whom cases were compounded/ Compromised by Courts,0,Male
Bengaluru,Persons against whom cases were compounded/ Compromised by Courts,92,Male
Bhopal,Persons against whom cases were compounded/ Compromised by Courts,450,Male
Chandigarh City,Persons against whom cases were compounded/ Compromised by Courts,0,Male
Chennai,Persons against whom cases were compounded/ Compromised by Courts,1,Male
Coimbatore,Persons against whom cases were compounded/ Compromised by Courts,7,Male
Delhi City,Persons against whom cases were compounded/ Compromised by Courts,1465,Male
Dhanbad,Persons against whom cases were compounded/ Compromised by Courts,0,Male
Durg-Bhilainagar,Persons against whom cases were compounded/ Compromised by Courts,0,Male
Faridabad,Persons against whom cases were compounded/ Compromised by Courts,0,Male
Ghaziabad,Persons against whom cases were compounded/ Compromised by Courts,0,Male
Gwalior,Persons against whom cases were compounded/ Compromised by Courts,655,Male
Hyderabad,Persons against whom cases were compounded/ Compromised by Courts,1149,Male
Indore,Persons against whom cases were compounded/ Compromised by Courts,518,Male
Jabalpur,Persons against whom cases were compounded/ Compromised by Courts,0,Male
Jaipur,Persons against whom cases were compounded/ Compromised by Courts,5,Male
