city,Crime,person_count,Arrested_Gender
Durg-Bhilainagar,Persons in whose cases Trials were completed,0,Transgender
Faridabad,Persons in whose cases Trials were completed,0,Transgender
Ghaziabad,Persons in whose cases Trials were completed,0,Transgender
Gwalior,Persons in whose cases Trials were completed,2,Transgender
Hyderabad,Persons in whose cases Trials were completed,0,Transgender
Indore,Persons in whose cases Trials were completed,0,Transgender
Jabalpur,Persons in whose cases Trials were completed,0,Transgender
Jaipur,Persons in whose cases Trials were completed,0,Transgender
Jamshedpur,Persons in whose cases Trials were completed,0,Transgender
Jodhpur,Persons in whose cases Trials were completed,0,Transgender
Kannur,Persons in whose cases Trials were completed,0,Transgender
Kanpur,Persons in whose cases Trials were completed,0,Transgender
Kochi,Persons in whose cases Trials were completed,0,Transgender
Kolkata,Persons in whose cases Trials were completed,0,Transgender
Kollam,Persons in whose cases Trials were completed,0,Transgender
Kota,Persons in whose cases Trials were completed,0,Transgender
Kozhikode,Persons in whose cases Trials were completed,0,Transgender
Lucknow,Persons in whose cases Trials were completed,0,Transgender
Ludhiana,Persons in whose cases Trials were completed,0,Transgender
Madurai,Persons in whose cases Trials were completed,0,Transgender
Malappuram,Persons in whose cases Trials were completed,0,Transgender
Meerut,Persons in whose cases Trials were completed,0,Transgender
Mumbai,Persons in whose cases Trials were completed,0,Transgender
Nagpur,Persons in whose cases Trials were completed,0,Transgender
Nasik,Persons in whose cases Trials were completed,0,Transgender
Patna,Persons in whose cases Trials were completed,0,Transgender
Prayagraj,Persons in whose cases Trials were completed,0,Transgender
Pune,Persons in whose cases Trials were completed,0,Transgender
Raipur,Persons in whose cases Trials were completed,0,Transgender
Rajkot,Persons in whose cases Trials were completed,0,Transgender
Ranchi,Persons in whose cases Trials were completed,0,Transgender
Srinagar,Persons in whose cases Trials were completed,0,Transgender
Surat,Persons in whose cases Trials were completed,0,Transgender
Thiruvananthapuram,Persons in whose cases Trials were completed,0,Transgender
Thrissur,Persons in whose cases Trials were completed,0,Transgender
Tiruchirapalli,Persons in whose cases Trials were completed,0,Transgender
Vadodara,Persons in whose cases Trials were completed,0,Transgender
Varanasi,Persons in whose cases Trials were completed,0,Transgender
Vasai Virar,Persons in whose cases Trials were completed,0,Transgender
Vijayawada,Persons in whose cases Trials were completed,0,Transgender
Vishakhapatnam,Persons in whose cases Trials were completed,0,Transgender
Agra,Persons in whose cases Trials were completed,16312,Male
Ahmedabad,Persons in whose cases Trials were completed,28049,Male
Amritsar,Persons in whose cases Trials were completed,1137,Male
Asansol,Persons in whose cases Trials were completed,10645,Male
Aurangabad,Persons in whose cases Trials were completed,10562,Male
Bengaluru,Persons in whose cases Trials were completed,27908,Male
Bhopal,Persons in whose cases Trials were completed,8348,Male
Chandigarh City,Persons in whose cases Trials were completed,1151,Male
Chennai,Persons in whose cases Trials were completed,2217,Male
Coimbatore,Persons in whose cases Trials were completed,819,Male
Delhi City,Persons in whose cases Trials were completed,96759,Male
Dhanbad,Persons in whose cases Trials were completed,989,Male
Durg-Bhilainagar,Persons in whose cases Trials were completed,1644,Male
Faridabad,Persons in whose cases Trials were completed,6764,Male
Ghaziabad,Persons in whose cases Trials were completed,11471,Male
Gwalior,Persons in whose cases Trials were completed,5954,Male
Hyderabad,Persons in whose cases Trials were completed,10002,Male
Indore,Persons in whose cases Trials were completed,11058,Male
Jabalpur,Persons in whose cases Trials were completed,5135,Male
Jaipur,Persons in whose cases Trials were completed,19076,Male
Jamshedpur,Persons in whose cases Trials were completed,978,Male
Jodhpur,Persons in whose cases Trials were completed,7404,Male
Kannur,Persons in whose cases Trials were completed,3365,Male
Kanpur,Persons in whose cases Trials were completed,12465,Male
Kochi,Persons in whose cases Trials were completed,7503,Male
Kolkata,Persons in whose cases Trials were completed,16798,Male
Kollam,Persons in whose cases Trials were completed,7666,Male
Kota,Persons in whose cases Trials were completed,6360,Male
Kozhikode,Persons in whose cases Trials were completed,3379,Male
Lucknow,Persons in whose cases Trials were completed,39062,Male
Ludhiana,Persons in whose cases Trials were completed,2093,Male
Madurai,Persons in whose cases Trials were completed,1240,Male
Malappuram,Persons in whose cases Trials were completed,2457,Male
Meerut,Persons in whose cases Trials were completed,10777,Male
Mumbai,Persons in whose cases Trials were completed,48377,Male
Nagpur,Persons in whose cases Trials were completed,15443,Male
Nasik,Persons in whose cases Trials were completed,7694,Male
Patna,Persons in whose cases Trials were completed,13313,Male
Prayagraj,Persons in whose cases Trials were completed,10386,Male
Pune,Persons in whose cases Trials were completed,27116,Male
Raipur,Persons in whose cases Trials were completed,3462,Male
Rajkot,Persons in whose cases Trials were completed,6799,Male
Ranchi,Persons in whose cases Trials were completed,1681,Male
Srinagar,Persons in whose cases Trials were completed,6470,Male
Surat,Persons in whose cases Trials were completed,19943,Male
Thiruvananthapuram,Persons in whose cases Trials were completed,5713,Male
Thrissur,Persons in whose cases Trials were completed,5956,Male
Tiruchirapalli,Persons in whose cases Trials were completed,387,Male
Vadodara,Persons in whose cases Trials were completed,8720,Male
Varanasi,Persons in whose cases Trials were completed,12525,Male
Vasai Virar,Persons in whose cases Trials were completed,7658,Male
Vijayawada,Persons in whose cases Trials were completed,9448,Male
Vishakhapatnam,Persons in whose cases Trials were completed,6280,Male
Agra,Persons in whose cases Trials were completed,1197,Female
Ahmedabad,Persons in whose cases Trials were completed,9233,Female
Amritsar,Persons in whose cases Trials were completed,161,Female
Asansol,Persons in whose cases Trials were completed,807,Female
Aurangabad,Persons in whose cases Trials were completed,3105,Female
Bengaluru,Persons in whose cases Trials were completed,9227,Female
Bhopal,Persons in whose cases Trials were completed,3566,Female
Chandigarh City,Persons in whose cases Trials were completed,182,Female
Chennai,Persons in whose cases Trials were completed,182,Female
Coimbatore,Persons in whose cases Trials were completed,155,Female
Delhi City,Persons in whose cases Trials were completed,6778,Female
Dhanbad,Persons in whose cases Trials were completed,14,Female
Durg-Bhilainagar,Persons in whose cases Trials were completed,487,Female
Faridabad,Persons in whose cases Trials were completed,711,Female
Ghaziabad,Persons in whose cases Trials were completed,1928,Female
Gwalior,Persons in whose cases Trials were completed,1993,Female
Hyderabad,Persons in whose cases Trials were completed,2322,Female
Indore,Persons in whose cases Trials were completed,3376,Female
Jabalpur,Persons in whose cases Trials were completed,776,Female
Jaipur,Persons in whose cases Trials were completed,1506,Female
Jamshedpur,Persons in whose cases Trials were completed,28,Female
Jodhpur,Persons in whose cases Trials were completed,744,Female
Kannur,Persons in whose cases Trials were completed,376,Female
Kanpur,Persons in whose cases Trials were completed,1476,Female
Kochi,Persons in whose cases Trials were completed,575,Female
Kolkata,Persons in whose cases Trials were completed,2021,Female
Kollam,Persons in whose cases Trials were completed,363,Female
Kota,Persons in whose cases Trials were completed,345,Female
Kozhikode,Persons in whose cases Trials were completed,622,Female
Lucknow,Persons in whose cases Trials were completed,6167,Female
Ludhiana,Persons in whose cases Trials were completed,476,Female
Madurai,Persons in whose cases Trials were completed,139,Female
Malappuram,Persons in whose cases Trials were completed,525,Female
Meerut,Persons in whose cases Trials were completed,325,Female
Mumbai,Persons in whose cases Trials were completed,4769,Female
Nagpur,Persons in whose cases Trials were completed,3223,Female
Nasik,Persons in whose cases Trials were completed,3007,Female
Patna,Persons in whose cases Trials were completed,26,Female
Prayagraj,Persons in whose cases Trials were completed,1073,Female
Pune,Persons in whose cases Trials were completed,4660,Female
Raipur,Persons in whose cases Trials were completed,343,Female
Rajkot,Persons in whose cases Trials were completed,2695,Female
Ranchi,Persons in whose cases Trials were completed,7,Female
Srinagar,Persons in whose cases Trials were completed,403,Female
Surat,Persons in whose cases Trials were completed,5424,Female
Thiruvananthapuram,Persons in whose cases Trials were completed,367,Female
Thrissur,Persons in whose cases Trials were completed,1122,Female
Tiruchirapalli,Persons in whose cases Trials were completed,118,Female
Vadodara,Persons in whose cases Trials were completed,3907,Female
Varanasi,Persons in whose cases Trials were completed,1125,Female
Vasai Virar,Persons in whose cases Trials were completed,782,Female
Vijayawada,Persons in whose cases Trials were completed,1243,Female
Vishakhapatnam,Persons in whose cases Trials were completed,2395,Female
Agra,Persons in whose cases Trials were completed,0,Transgender
Ahmedabad,Persons in whose cases Trials were completed,0,Transgender
Amritsar,Persons in whose cases Trials were completed,0,Transgender
Asansol,Persons in whose cases Trials were completed,0,Transgender
Aurangabad,Persons in whose cases Trials were completed,0,Transgender
Bengaluru,Persons in whose cases Trials were completed,2,Transgender
Bhopal,Persons in whose cases Trials were completed,0,Transgender
Chandigarh City,Persons in whose cases Trials were completed,0,Transgender
Chennai,Persons in whose cases Trials were completed,0,Transgender
Coimbatore,Persons in whose cases Trials were completed,0,Transgender
Delhi City,Persons in whose cases Trials were completed,0,Transgender
Dhanbad,Persons in whose cases Trials were completed,0,Transgender
Durg-Bhilainagar,Persons in whose cases Trials were completed,0,Transgender
Faridabad,Persons in whose cases Trials were completed,0,Transgender
Ghaziabad,Persons in whose cases Trials were completed,0,Transgender
Gwalior,Persons in whose cases Trials were completed,0,Transgender
Hyderabad,Persons in whose cases Trials were completed,0,Transgender
Indore,Persons in whose cases Trials were completed,1,Transgender
Jabalpur,Persons in whose cases Trials were completed,0,Transgender
Jaipur,Persons in whose cases Trials were completed,0,Transgender
Jamshedpur,Persons in whose cases Trials were completed,0,Transgender
Jodhpur,Persons in whose cases Trials were completed,0,Transgender
Kannur,Persons in whose cases Trials were completed,0,Transgender
Kanpur,Persons in whose cases Trials were completed,0,Transgender
Kochi,Persons in whose cases Trials were completed,0,Transgender
Kolkata,Persons in whose cases Trials were completed,0,Transgender
Kollam,Persons in whose cases Trials were completed,0,Transgender
Kota,Persons in whose cases Trials were completed,0,Transgender
Kozhikode,Persons in whose cases Trials were completed,0,Transgender
Lucknow,Persons in whose cases Trials were completed,0,Transgender
Ludhiana,Persons in whose cases Trials were completed,0,Transgender
Madurai,Persons in whose cases Trials were completed,0,Transgender
Malappuram,Persons in whose cases Trials were completed,0,Transgender
Meerut,Persons in whose cases Trials were completed,0,Transgender
Mumbai,Persons in whose cases Trials were completed,1,Transgender
Nagpur,Persons in whose cases Trials were completed,3,Transgender
Nasik,Persons in whose cases Trials were completed,0,Transgender
Patna,Persons in whose cases Trials were completed,0,Transgender
Prayagraj,Persons in whose cases Trials were completed,0,Transgender
Pune,Persons in whose cases Trials were completed,0,Transgender
Raipur,Persons in whose cases Trials were completed,0,Transgender
Rajkot,Persons in whose cases Trials were completed,0,Transgender
Ranchi,Persons in whose cases Trials were completed,0,Transgender
Srinagar,Persons in whose cases Trials were completed,0,Transgender
Surat,Persons in whose cases Trials were completed,0,Transgender
Thiruvananthapuram,Persons in whose cases Trials were completed,0,Transgender
Thrissur,Persons in whose cases Trials were completed,0,Transgender
Tiruchirapalli,Persons in whose cases Trials were completed,0,Transgender
Vadodara,Persons in whose cases Trials were completed,0,Transgender
Varanasi,Persons in whose cases Trials were completed,0,Transgender
Vasai Virar,Persons in whose cases Trials were completed,0,Transgender
Vijayawada,Persons in whose cases Trials were completed,0,Transgender
Vishakhapatnam,Persons in whose cases Trials were completed,0,Transgender
